"","id","true value","MSM U included","MSM U excluded","SF method","BSA: time varying","BSA: time fixed"
"235",235,-10.2626732799328,-10.1267949906309,-11.5548839032955,-10.8552615035841,-10.5512008105534,-10.7210205035986
"236",236,-10.2727318964378,-10.0766441270175,-11.4359802775061,-10.1539259353888,-9.8493578299935,-11.26924639473
"237",237,-10.2620802317586,-10.5676915175329,-11.7086096033646,-10.6265267670041,-11.4879374129969,-11.2119885304369
"238",238,-10.2634211837313,-10.7628865148201,-11.6997277980259,-10.4290304923636,-10.078278299778,-11.3937490340767
"239",239,-10.2730899282147,-10.8727007631115,-11.4996226118065,-10.5899957920544,-10.8844276913451,-11.5976044893744
"240",240,-10.2692480217748,-10.2709685082608,-11.7385830779578,-10.924996392279,-10.3011223256098,-11.1756722769378
"241",241,-10.2699123034615,-9.90120983772045,-10.7495141015677,-10.1268970527987,-12.1979385789167,-12.1657936009098
"242",242,-10.2573977564094,-10.0664629938963,-10.900463503514,-10.0080662190315,-10.5077194552304,-10.7428199990877
"243",243,-10.2735812711752,-10.4826902829774,-11.5819539657572,-10.4088797921253,-8.9750704780955,-10.0968830052406
"244",244,-10.2831109592443,-10.2137800376215,-12.0574209854033,-11.0363175922615,-10.9861967933705,-11.2391661607561
"245",245,-10.2693495115704,-9.37904781336537,-10.4374200341097,-9.59619457633045,-7.9444738489347,-9.59446555307104
"246",246,-10.2705849456378,-8.21356590084242,-10.9381442023308,-9.69835314071814,-8.04183683962688,-8.6059288532949
"247",247,-10.2639396392177,-10.3786675376592,-11.4045784568295,-10.5764660821388,-10.9078175694537,-11.0872260704386
"248",248,-10.2613399431434,-9.74077625677436,-11.8160088074727,-10.9277071311841,-10.8215491846334,-11.2574295535598
"249",249,-10.2680874596338,-9.39233803060285,-10.8516306286298,-9.96127211641796,-10.2433570230597,-9.93242465301534
"250",250,-10.2691416858635,-9.62647384339947,-11.0305276322161,-10.1967759929015,-8.94853826439359,-10.2670075920626
"251",251,-10.2636374535769,-9.50773864242119,-11.5374857567953,-10.4282056117914,-9.49314398182676,-10.7911849074303
"252",252,-10.2825723303614,-11.3118841774042,-12.4263305077424,-11.365938799582,-10.7269591056037,-10.8919740538603
"253",253,-10.2815725270726,-11.0962617887571,-12.7895521321001,-11.5599673987863,-10.653568354752,-12.4433092430238
"254",254,-10.2684516511377,-9.37559227068435,-9.97370072083891,-9.62204772724938,-9.10366897322514,-9.98343317555064
"255",255,-10.2628922582273,-10.5666697544164,-11.7742093208604,-10.8980104261316,-9.67057968171096,-10.7017086050446
"256",256,-10.2663232254705,-10.2342409859242,-12.0643768152938,-11.0425314814544,-9.46394470797369,-10.7854212285794
"257",257,-10.2647645014975,-10.6293139491511,-11.3734827876949,-10.4724233389654,-10.4675053157061,-10.840503439784
"258",258,-10.2701643832213,-11.5676910866676,-12.6751614757251,-11.7772607673196,-10.6862016131009,-11.4382521441486
"259",259,-10.2785772087886,-11.2218796681841,-12.7547673767847,-11.6719170283745,-10.2162247068245,-11.6072730062544
"260",260,-10.2640640587131,-9.04713034245628,-10.6298231372536,-9.85953686213822,-10.1638063242693,-10.5153926183899
"261",261,-10.2744684156851,-8.71151145592083,-10.8956495734108,-10.0125156105054,-10.6167594715893,-10.9994363510693
"262",262,-10.265482036266,-10.45865755817,-11.5838233832135,-10.930124625229,-11.4221860596028,-11.2878420923194
"263",263,-10.274229508931,-10.9384929945602,-11.8949560180184,-11.01565529492,-10.8277514611132,-11.6099922947095
"264",264,-10.2738337073526,-9.66714906873964,-10.4531481769208,-9.93726258679484,-8.77649095216265,-10.0055671347201
"265",265,-10.2699797416048,-9.91229800377232,-10.9414399618704,-10.2289100120399,-9.85060201406225,-10.763955260333
"266",266,-10.264853883533,-9.8978524937613,-11.1632334273995,-10.4299541851188,-9.85057975995562,-10.9769708698618
"267",267,-10.2725728209886,-10.2511897959232,-11.3680675363913,-10.3306364433647,-9.18750259602778,-9.38193836980657
"268",268,-10.2741627688176,-11.2570114058349,-12.3481271519747,-11.0701090872977,-8.19904337362231,-10.9544712610245
"269",269,-10.2750110015898,-9.91133826032979,-12.4535519738974,-11.349024639148,-8.75873949710883,-11.1740226443829
"270",270,-10.2724246806148,-8.76970991021564,-10.5062117789957,-9.72808683279485,-9.73718795371735,-10.0626736394551
"271",271,-10.2779766709394,-9.78454733410306,-10.9722186742955,-10.1494222783195,-8.00199870089045,-9.2772757030721
"272",272,-10.2591432171003,-10.6539391640954,-11.5483273272286,-10.6235847575319,-7.48125976851882,-8.05612619658731
"273",273,-10.2678180236046,-9.91128175962714,-11.6476541361033,-10.8929433369889,-10.321448354874,-10.6405732450589
"274",274,-10.2693976346857,-9.83565893196538,-11.4955454924765,-10.2595829897312,-10.3799473613292,-10.6138758725742
"275",275,-10.2724709549168,-10.6756622664494,-11.6981845481133,-10.895432655994,-10.6572590595934,-11.0151808044581
"276",276,-10.2690315705561,-10.0883200852427,-10.8698093989611,-9.88127238929121,-10.3102893286088,-10.6690940817493
"277",277,-10.2569192958876,-10.3532020034278,-11.2710107607961,-10.3062100074699,-9.82480079204128,-10.5719696745827
"278",278,-10.2707109399277,-11.6977347448368,-12.6764853680652,-11.5356512231344,-9.69301384602499,-11.5804585498183
"279",279,-10.2686427339018,-10.8179690177075,-11.7216479859306,-10.6323515797453,-9.1540511847729,-10.3333132779693
"280",280,-10.2676241626457,-10.7144827260952,-12.2251140832366,-11.1710741983844,-10.045733424284,-9.58410144617878
"281",281,-10.2864641413665,-10.171225113745,-11.1020532995973,-10.1544395781475,-9.8494663561366,-10.5539351962873
"282",282,-10.2700958775547,-10.6585236138625,-11.8986474131393,-10.8773706250821,-10.9401169019168,-11.3054143956201
"283",283,-10.2625246639195,-10.0048377380679,-11.3700392824942,-10.4352324900547,-10.1549532272634,-11.0125406988142
"284",284,-10.269393340461,-11.0637620806821,-12.0511020551032,-10.910727613636,-10.9780844309462,-11.5758438325951
"285",285,-10.2645460244393,-9.9686183560402,-10.8383832578433,-9.79679801629564,-9.30550640892692,-9.6406203729083
"286",286,-10.279034299583,-11.5919474528798,-12.8223093422637,-11.6690536376719,-9.52792122929517,-11.8654110293692
"287",287,-10.2772927621478,-10.3760007560174,-11.1398746112725,-10.3480043552192,-9.04759426508949,-10.1469350360314
"288",288,-10.2600495882934,-9.8131443316878,-10.8539679557097,-10.30182945347,-10.4178322487029,-10.5746573683428
"289",289,-10.2670666545813,-11.0721568142571,-12.0504577385446,-11.1250577041592,-10.1065971264682,-11.0527657628458
"290",290,-10.2711484360131,-10.400223255635,-12.4435619374658,-11.307768306966,-9.94703584980345,-11.2764676538524
"291",291,-10.2706943907458,-10.1789599226654,-11.1226225048783,-10.2565465059842,-9.27177528825694,-10.3095478826259
"292",292,-10.2692045717654,-10.3613819807537,-11.3216195293649,-10.5922877702665,-8.39522762283603,-10.3702779422957
"293",293,-10.2574784058983,-11.0135577562211,-11.8591891204686,-10.7925972745596,-9.78740023833358,-10.821132491571
"294",294,-10.2541880617232,-8.97854024620466,-10.5470768718972,-9.65901234128188,-9.02483439824898,-9.38286892926159
"295",295,-10.270650808293,-9.63568229194045,-11.0002038109499,-10.1370666856788,-6.08274508329204,-7.12118520166513
"296",296,-10.2738627974382,-10.040565239582,-11.0278303713555,-10.1931800079444,-10.2265928359465,-10.6664262334947
"297",297,-10.2728838694068,-10.8457509884413,-11.3323475495618,-10.4537250866874,-9.0672161762479,-10.4521053480917
"298",298,-10.2603637298601,-9.91587466626757,-11.757158862469,-11.0496439618229,-10.9061809735192,-11.258857119057
"299",299,-10.2796609712083,-10.3019685685633,-11.0902430892145,-10.4770186506016,-9.51777245173522,-10.5085993119633
"300",300,-10.2628555410545,-11.151777962239,-11.709773000096,-10.667218958275,-9.84209624161365,-10.8529606003495
"301",301,-10.269001838581,-9.6568268132219,-11.0404029854133,-10.4338485456707,-10.5916172807845,-10.9415567688613
"302",302,-10.2790715918411,-11.1071602173437,-11.7898982303208,-10.9010641063272,-9.62397522764568,-10.3645316941857
"303",303,-10.2661504469175,-9.75377746623156,-11.1148508341238,-10.3718203670648,-8.23914265863317,-9.43845220030056
"304",304,-10.2698437386383,-10.1751550974537,-11.1707204930504,-10.4607540373614,-9.97050009614725,-9.84487563767019
"305",305,-10.266005950327,-10.8664436220722,-11.6628534834274,-10.6368368724985,-10.2124491055294,-11.257157972996
"306",306,-10.2611540755312,-10.580333148019,-11.6927273524569,-10.6994770067227,-10.2526465908926,-10.7587673859641
"307",307,-10.2709215139325,-10.2733811522576,-11.9591622357875,-10.9970417934397,-10.5016024205317,-11.3069368517849
"308",308,-10.2773602666807,-10.3427049479645,-11.1411854300559,-10.4068386244681,-9.97958190637359,-10.818043575237
"309",309,-10.2674816603012,-10.934926210298,-11.9377785114031,-11.0674206209772,-10.4362807346324,-11.8217221871777
"310",310,-10.2724279791926,-10.8701202099739,-11.6323582525254,-10.860161642737,-10.0111977459832,-10.9669263156965
"311",311,-10.265602022141,-11.5657351236397,-12.4149226441241,-11.2294926249656,-11.5528909914007,-12.0770180403561
"312",312,-10.2663084556141,-10.9341963619194,-11.9191442720325,-10.7417647140044,-9.72833844337717,-11.6655038426948
"313",313,-10.2675251338237,-10.2173065105033,-11.7909113770055,-10.6491694722384,-9.58378954543378,-10.4333526688059
"314",314,-10.2787893284253,-8.81870980808275,-10.2030998980186,-9.4224114115591,-9.66711138047289,-9.92170939442576
"315",315,-10.2691805319928,-9.44829203769108,-11.4631050498258,-10.4644371074751,-9.81140058297093,-10.9038714416879
"316",316,-10.2673128735275,-10.7719680184237,-11.7591567488813,-10.6755239358671,-10.0918237144333,-10.9532855886036
"317",317,-10.2644730992663,-10.7032012104146,-11.9607818654307,-10.9481927687991,-9.89594915708349,-9.88529238520122
"318",318,-10.2746905123815,-9.71454064364056,-10.8088887659342,-10.1257630832962,-9.60809148058575,-10.6508495573216
"319",319,-10.2817367708798,-10.2197382050237,-11.0390734243002,-10.1547971652765,-9.78857555940291,-10.0444865526682
"320",320,-10.2600729361184,-9.27775905835022,-10.485611095887,-9.83733061801567,-9.96655358601759,-10.442641791966
"321",321,-10.2671472296429,-10.536991246246,-11.5174738949346,-10.1843781455664,-10.4686633359594,-11.2781308078034
"322",322,-10.2683964407623,-11.8128789467249,-12.8711120466435,-11.7929726712058,-10.3610959197979,-11.7966037358332
"323",323,-10.2712564537887,-9.43586929431669,-11.1842384180774,-10.4637153068024,-10.7401870177544,-10.6077741751151
"324",324,-10.2714823133206,-10.6498126277063,-11.6537618931068,-10.8016193182864,-8.78375335573974,-10.4776478667526
"325",325,-10.2847915779912,-9.49165131758469,-11.4715607847769,-10.356402512732,-10.5981529603428,-11.1942558918346
"326",326,-10.2711826933526,-10.4176412812988,-11.7516251907985,-10.7771774096877,-10.031517970028,-11.5642890894806
"327",327,-10.2628650877038,-9.54649828219856,-10.7634452014037,-9.72221136167624,-8.84682699170513,-10.0189734571844
"328",328,-10.2686184269062,-10.6540919827875,-12.0269101049047,-11.1966919926394,-9.98158384417015,-11.2037490183071
"329",329,-10.268335861321,-10.9538040844885,-11.9385662667871,-10.9047403486469,-11.1911977615782,-11.2882642294635
"330",330,-10.2728814056089,-10.0591774585174,-11.4193908687557,-10.4706499235827,-10.6011239496874,-10.8532198815524
"331",331,-10.2680559369215,-10.3190720150794,-11.6404741488152,-10.8764105768476,-10.939574214021,-11.5343619614605
"332",332,-10.2663416902381,-9.09109330747749,-10.4653347393726,-9.87418969439883,-9.52904400791829,-9.41122788306461
"333",333,-10.2654838862002,-11.3788455036479,-12.2868305482925,-11.0542369988762,-10.0733965758298,-10.929345213791
"334",334,-10.2720563125317,-10.274547003213,-11.0578532266408,-10.4052711570027,-9.92677163360468,-10.420629564925
"335",335,-10.2805771832579,-10.3701492900976,-11.3108274060068,-10.4426942901092,-10.1783589417716,-10.6615375483966
"336",336,-10.2666228621139,-10.9300997997684,-12.2495853772256,-11.2417949908394,-7.71882648694606,-9.56020941199539
"337",337,-10.2811515642553,-9.55619415653346,-11.1493758782693,-10.1099671719169,-10.6890355331325,-10.4576522678359
"338",338,-10.2700898456174,-10.33732527959,-12.1231038500112,-11.2627792663882,-10.0916868988784,-11.0394952205064
"339",339,-10.2730289231816,-10.4618391250447,-11.242858836835,-10.3478863444954,-9.67417420046941,-10.6491433552751
"340",340,-10.2611501414603,-10.3693845123614,-12.0136319487388,-10.9486991718037,-10.9505000402976,-11.4994562257356
"341",341,-10.2690075453935,-10.7770235959449,-11.6352324021356,-10.6711155572349,-10.0353653289231,-10.547861179439
"342",342,-10.285662097526,-10.9911381135069,-12.2329741822998,-11.1490523129889,-10.9158651984226,-11.3285152917783
"343",343,-10.2629416983883,-11.5471477270715,-12.3358684483824,-11.3355264953581,-11.6516672858358,-11.9649358124188
"344",344,-10.2634215072748,-10.8247383081384,-11.9160001904648,-10.9613043815927,-10.3685269995377,-11.3693645815327
"345",345,-10.2660313172519,-9.95167782616383,-10.9574565335194,-10.3737277986913,-9.97056704279467,-10.5607715380741
"346",346,-10.280525679884,-9.84506196757432,-11.149436557074,-10.3373269647894,-10.2996217054946,-10.9586882762278
"347",347,-10.2648831662129,-10.3114727385316,-11.355068192495,-10.2986363131464,-9.3217261540602,-10.2150958423107
"348",348,-10.2697551488458,-10.3407905909728,-11.4270058804166,-10.626027002504,-9.68620817316266,-10.5475120257234
"349",349,-10.2707984687693,-10.5444278212647,-11.6201131979819,-10.6963504518058,-9.85987400662,-10.9960409780189
"350",350,-10.2595764749607,-10.5012077691553,-11.0524113924967,-10.0547261436777,-8.75805870800321,-10.9166456050066
"351",351,-10.2806516977979,-10.3091160101387,-12.3379450902204,-11.3773529459271,-10.3370390545853,-11.6728504445306
"352",352,-10.2744044000236,-10.5248476847516,-11.2727658213778,-10.4540130049844,-9.19453293064539,-10.2355938455192
"353",353,-10.27604610178,-9.49742527680169,-10.5291423023663,-9.84987888722748,-8.82399709470974,-10.0701036861002
"354",354,-10.2612224121826,-11.3805250384823,-12.3426060148715,-11.177886133721,-7.48044998958567,-10.9471875055803
"355",355,-10.2656733173997,-10.1817078854192,-11.8076970657701,-11.1447133356399,-9.46520536408509,-10.694218498521
"356",356,-10.2651195673195,-10.2955282817653,-11.389879434162,-10.574339586938,-9.97634490234317,-11.0026018030941
"357",357,-10.2726489866515,-10.6556120703158,-12.3715753425818,-11.3246457708347,-10.9221079299844,-11.5527361153658
"358",358,-10.2791798886016,-11.0726713036864,-12.335473756727,-11.2862911727136,-9.45300753026977,-11.2693723210014
"359",359,-10.2719355891442,-10.6609169250786,-11.8090626565665,-10.9580162390809,-11.4456623873784,-12.0239549191831
"360",360,-10.2651549174732,-10.5969101267938,-11.7400465995623,-10.9526399440177,-9.97598258242659,-10.602947539538
"361",361,-10.2657624047344,-10.1192712549083,-11.0023816414531,-10.2474441331821,-8.83318575947648,-9.73726165805049
"362",362,-10.2800383667411,-10.0142837679984,-11.8717516687133,-10.8447977679517,-8.81255801645375,-9.04620513899573
"363",363,-10.2648467292273,-10.6121341704498,-11.5891179627481,-10.8051111469345,-10.3091132566703,-11.0777479950729
"364",364,-10.2593798858733,-10.3799396309658,-11.5439629793565,-10.591160816969,-9.51355611790083,-9.99124566178027
"365",365,-10.2731378629786,-10.2797813669184,-11.4969440685254,-10.6482862148406,-10.8282414669061,-11.2587492288708
"366",366,-10.2776609698004,-9.62611680987855,-11.3443642495997,-10.7237717246991,-10.970299641314,-11.4851408152688
"367",367,-10.259822735203,-9.03687448362917,-10.2084340122539,-9.64647858744878,-8.41702958768535,-9.99460221911705
"368",368,-10.2771696457465,-10.0175870331376,-11.5180459807604,-10.7682929039106,-8.53825718019609,-9.66600537496363
"369",369,-10.2657408760424,-9.15176300000219,-10.7548552251008,-10.0423581927266,-10.3522753222327,-10.4167770777729
"370",370,-10.2693463555244,-10.5131682075278,-12.0106178373335,-10.8978557679123,-10.8550820435473,-11.5557261614225
"371",371,-10.2758331059852,-10.4392020568505,-11.6437686304751,-10.7277188121107,-8.99792345543833,-11.024371139862
"372",372,-10.2606370021096,-10.5168869529224,-11.587178380907,-10.7627594049035,-10.3611059994078,-11.5336360238064
"373",373,-10.2584970306004,-10.1545676500054,-11.3423775245223,-10.424390189959,-8.88705418982835,-7.70416773504665
"374",374,-10.2751442510437,-9.99876503502273,-11.2396164045596,-10.2726932272388,-9.62465178954086,-10.4263462382346
"375",375,-10.2780730292595,-10.2765166720983,-11.2162258987016,-10.4105092504353,-9.74175209632251,-10.4835211379771
"376",376,-10.2744120933413,-10.5613532508136,-11.5419284923223,-10.4076676999569,-10.4762521480925,-11.1434442567604
"377",377,-10.2769093209366,-11.0388957319258,-12.038682860118,-10.8534707854869,-10.7994560129993,-11.659522776796
"378",378,-10.2704988520045,-10.7762082602115,-11.7966496104883,-10.7448004672086,-11.0077688194075,-11.6705230781678
"379",379,-10.2662689660071,-10.7071811281183,-12.00547773493,-10.9844507756995,-10.5065819274196,-11.1045606639653
"380",380,-10.2700616191574,-9.97731633275922,-11.0315587078762,-10.3323594173731,-10.023945083722,-10.5334471448583
"381",381,-10.2707080078626,-10.7821060381643,-11.6477751137642,-10.8350116070749,-8.9073875267768,-9.03788144166979
"382",382,-10.2637800703298,-11.1403095481397,-12.2561471656748,-11.20760571043,-9.95881373778393,-11.040038524971
"383",383,-10.2637712091095,-10.285199200112,-11.1406893955117,-10.1543554190986,-9.56112589658269,-9.98910234824757
"384",384,-10.2666078162557,-10.2705124923224,-11.7605313894909,-11.0125080256712,-11.2735648459048,-11.7299738052553
"385",385,-10.2702890839081,-10.6001447438933,-12.020310177607,-10.909436277922,-9.97912092754158,-11.362829507766
"386",386,-10.2576340802442,-10.987886666108,-11.7355297467122,-10.8403390281744,-10.4231072012946,-10.6245332132445
"387",387,-10.2746842633902,-10.3402348028783,-11.9393055704255,-10.9493550167016,-10.6676912261545,-10.9007816899625
"388",388,-10.2689124405912,-11.3187503346644,-12.2360891595045,-11.3879082038587,-9.69050120285904,-11.0439987494781
"389",389,-10.2689333631397,-10.1817048785015,-10.7764426540979,-9.75211748901307,-9.67932139045131,-10.6940715834388
"390",390,-10.2740507073417,-9.88673238611245,-11.0538873181119,-10.3328305673704,-9.4169623242303,-10.2472913024812
"391",391,-10.2730452807187,-9.95870683955747,-11.2887174395511,-10.4519936151129,-8.89483756671972,-10.0454279857677
"392",392,-10.2766539916586,-10.1917132571366,-11.7514332639351,-10.652679887769,-9.4219351492357,-10.361387324404
"393",393,-10.272186486439,-9.65599626192253,-10.9955837555843,-10.0471228800365,-8.44843514200547,-8.3095193912095
"394",394,-10.2599772636712,-11.3010569642091,-12.2542168036519,-11.2749993015122,-9.46571682801337,-11.1762303380707
"395",395,-10.2626110635986,-11.7321600653914,-12.8810055199075,-11.7643659698781,-11.1211974299592,-11.8173697695521
"396",396,-10.2645697417753,-10.7951207031986,-11.8300334337093,-10.9514044994989,-10.9010279088106,-11.0359344259587
"397",397,-10.261243429771,-10.7694524095863,-11.6595609348195,-10.8673118589823,-8.74825870174037,-11.3656638730507
"398",398,-10.2651469172987,-10.8045028902029,-11.6145620014877,-10.7178693569319,-10.9638749910175,-11.1597870543211
"399",399,-10.2719506961574,-10.8208909846239,-11.7366785487371,-10.579014552251,-9.76786058104732,-10.5258966576494
"400",400,-10.2618928179468,-10.9760793091957,-11.6724902105881,-10.8061842940623,-10.2520646149685,-10.9938546692121
"401",401,-10.2618089208635,-10.8631451381766,-12.5542167234961,-11.5644830162545,-10.692822643637,-11.4042316381777
"402",402,-10.2621012984943,-10.466962763941,-11.5825068048107,-10.6911982097917,-10.8860815593147,-11.2378273690365
"403",403,-10.2661661369183,-10.1638527646311,-10.9938527274177,-10.1774523248424,-9.81723632875821,-10.2090295070797
"404",404,-10.2726762934009,-10.3106812607866,-11.2692570789597,-10.1336183563797,-6.89839431960673,-9.08966789508117
"405",405,-10.2754483673505,-9.32230180848269,-10.5786685212033,-10.1600273035116,-9.74142191900525,-9.93860830761828
"406",406,-10.2688750218269,-7.90751309909527,-11.1676900987392,-10.1234110530897,-9.54945289567326,-10.5139260532638
"407",407,-10.272405522669,-11.3908805609354,-11.9836605042369,-11.0214059882461,-9.43546302230579,-11.1817116808034
"408",408,-10.2776958500921,-10.068096450354,-11.9661260004639,-10.6696535689768,-9.82047311006885,-10.368637534454
"409",409,-10.2692858501047,-11.1763154305468,-12.4247219787869,-11.4688184469008,-11.1172927220744,-11.7217717850839
"410",410,-10.2701627182692,-9.36383025987699,-10.7219574245485,-10.0838780139629,-7.76558953583589,-9.87706897545849
"411",411,-10.259337925608,-9.78860524528061,-11.2299799140291,-10.6083155131273,-9.49866565649182,-10.5380873875289
"412",412,-10.2625318797962,-10.9439867639163,-11.8213997512993,-10.961131529241,-10.4734565840157,-10.6790652821637
"413",413,-10.2840163621655,-10.8323517721557,-11.7099982280216,-10.6319560140668,-10.5579741922222,-11.2090115516882
"414",414,-10.2754433154842,-9.59136120508091,-10.5249864592661,-9.80569995609621,-8.5228557905708,-9.86472475363338
"415",415,-10.2681559932548,-9.73804855083232,-11.40147348058,-10.5467042664987,-11.7523085237188,-11.9439500144095
"416",416,-10.2560344388158,-10.3503560670778,-11.519918183958,-10.6751756011131,-10.0412646514253,-10.3623117896583
"417",417,-10.2738784866208,-10.3303239186818,-11.4624478252743,-10.5237651038408,-9.0872165157143,-10.5470118367186
"418",418,-10.2620554181094,-10.2834712516579,-11.2205141860372,-10.4778258870404,-9.87954339690888,-10.5833261250783
"419",419,-10.264731301287,-10.3049902129086,-11.0437244497648,-10.0346354489027,-10.670178031692,-10.169895304047
"420",420,-10.2748893076964,-9.55554665950235,-10.7139923779719,-10.0392580819387,-8.51293473575766,-9.70755436017809
"421",421,-10.2563673502391,-9.85089000391091,-11.1711373573695,-10.3846133308886,-9.83784003045749,-10.2635580710834
"422",422,-10.2711400325181,-10.41426566438,-11.7441939511988,-10.6527603278948,-9.07202763800326,-10.9055544702074
"423",423,-10.2790416507723,-9.89444337202815,-11.0268683526881,-10.3249296370618,-10.1405022144236,-10.8038210874355
"424",424,-10.2719418673529,-10.5838205210881,-11.8293682429865,-10.7573474043641,-9.90520810774276,-11.1004120644976
"425",425,-10.2793075453881,-10.3204188848379,-11.1371648504811,-10.0937604276836,-10.155565115837,-10.7485805033039
"426",426,-10.2645804367293,-11.664285631891,-12.833497657359,-11.5521837183297,-11.6545176058393,-12.3844715827573
"427",427,-10.2775913611923,-8.46724759291406,-11.0055965132576,-10.2211730242056,-10.0728759836616,-10.8928462657142
"428",428,-10.2766951444045,-9.11736937507253,-9.77325627102489,-9.1557748491842,-7.99479886936434,-9.41294910625841
"429",429,-10.2599904875228,-10.1214420403882,-11.4992864442653,-10.7659899475483,-9.38457614152857,-10.3908723798164
"430",430,-10.2680732149278,-10.9405872879653,-12.2824848998689,-11.2928249773706,-9.29200290293953,-10.220614345972
"431",431,-10.2785092722478,-10.3504060940537,-11.7267894806766,-10.7517417296005,-10.7144799296699,-11.1299185578909
"432",432,-10.2762335876589,-10.6163224217571,-11.822838797422,-10.8859856867782,-10.9839656283281,-10.7574355933946
"433",433,-10.2770296850039,-10.9974040987448,-11.9244388844257,-10.6982260857574,-9.49482651791314,-10.5808132480895
"434",434,-10.2736585263578,-11.3716734915525,-11.9127258684436,-10.9391251358749,-10.6119042742749,-11.2454578691395
"435",435,-10.2691398629257,-10.4917946563436,-10.8166177026212,-10.0944159432228,-9.1318109247871,-9.15452780311247
"436",436,-10.2667864005232,-10.2847949374073,-11.230704894467,-10.3072935676029,-7.87207833411177,-8.68524938301029
"437",437,-10.2697644258729,-10.2111821066284,-11.7661548410694,-10.7276742837073,-10.8327050011449,-11.6088451068595
"438",438,-10.2581309713718,-10.2162560357013,-11.8122540904022,-10.5678398726048,-8.80475872145319,-9.43594840371832
"439",439,-10.2619881657481,-10.5836509680476,-11.356256359885,-10.5560932848284,-9.59843021475645,-10.3249704124422
"440",440,-10.2692870037942,-9.21422446890371,-10.6060110219653,-9.79075508458114,-9.95466749015344,-10.4609790463251
"441",441,-10.2685025155083,-9.90128991580128,-10.8302002153551,-10.2335202791302,-10.5815417354235,-10.4764219969265
"442",442,-10.2747960209,-10.2694179792242,-12.5430699195118,-11.3918913373205,-11.7259143674452,-12.0930975063067
"443",443,-10.2706921336388,-9.72156706043233,-11.3658258045573,-10.586126917349,-9.9919382450072,-10.593128356469
"444",444,-10.2742284470977,-9.90270590734534,-11.3961581202432,-10.5892205851326,-8.53344205670942,-9.72770500476834
"445",445,-10.2690093709585,-9.6317998669841,-10.861724746469,-9.99215741485023,-10.4580248726922,-10.8196920318865
"446",446,-10.2625650232862,-10.5995187555559,-12.1196074158811,-11.0005642531738,-10.3935083410966,-11.3816855649409
"447",447,-10.2753688423055,-11.4200165533635,-12.0849890425631,-11.3224599158959,-9.7338100115257,-10.7900432677838
"448",448,-10.269843156069,-10.4607938776397,-11.8373178439866,-10.8501473835648,-10.2630375085213,-10.5851345879156
"449",449,-10.2751889029521,-10.6113145413187,-12.0415179140524,-10.9890146421001,-9.87190399891384,-9.96106433365841
"450",450,-10.2754170963445,-9.95703072782396,-11.4428003340596,-10.6131580913609,-10.3717989367888,-10.9429741776915
"451",451,-10.2633176476554,-10.9194963614936,-12.2082510973768,-11.2582887404953,-9.71288721926069,-11.5044472965513
"452",452,-10.2671572838556,-10.410244443845,-11.4100896391781,-10.6945063984236,-9.24530694550721,-10.3484264058627
"453",453,-10.2622151702328,-8.78804206830474,-10.5546470866452,-10.1480110756305,-10.1584547355142,-10.6101193349278
"454",454,-10.2689764332539,-10.6836306913741,-11.97509371983,-10.9644271856179,-9.80640566030455,-10.781039763615
"455",455,-10.2700516923704,-9.83063136246173,-10.821745706735,-9.8832298212516,-9.59495519269319,-9.89578194122364
"456",456,-10.2640094868969,-10.3047203056967,-11.6022976514583,-10.6440723721605,-9.79056473607631,-10.9692629607326
"457",457,-10.2651884107414,-10.8978048523989,-12.3009354422263,-11.2137753266859,-8.20520500344199,-9.21986836308414
"458",458,-10.2728109220973,-11.3222090227414,-12.4141710152224,-11.2817693904074,-11.2332964541543,-11.6983798579334
"459",459,-10.265075867726,-9.93389945585319,-10.9129025375222,-10.1527668899957,-9.77726415573865,-10.5781946261467
"460",460,-10.2723273028633,-10.6775499564829,-11.953028520042,-11.0479281261194,-9.34606254476637,-10.5245538851331
"461",461,-10.2710453147671,-9.56098259544835,-10.703335163247,-9.93433898269359,-9.05579154403953,-9.9484813205493
"462",462,-10.273280299901,-10.4708940944623,-11.3541394546497,-10.5048887754804,-10.1577682766228,-10.4221029913097
"463",463,-10.2712068511635,-10.250832954836,-11.4669267197087,-10.5331081661155,-7.97710825676733,-9.81212342189958
"464",464,-10.2752501570891,-10.4488449240534,-11.272969826183,-10.5723358977896,-9.96846188765504,-10.6869303179306
"465",465,-10.2635983321973,-9.84497311962161,-10.7373583170792,-9.90340795970823,-10.5977012150895,-10.4743633091044
"466",466,-10.2746160836103,-9.43102013219886,-10.8783584576036,-10.0474535308827,-10.2437529615155,-10.26808918441
"467",467,-10.2761095699449,-11.4201825721711,-12.1700016583054,-11.0527555115985,-10.7891730164192,-10.9511968710001
"468",468,-10.2713475979318,-10.7174952982343,-11.6368657489831,-10.8780385048505,-9.83997737692484,-10.9079317574811
"469",469,-10.2683033770845,-10.3921312049678,-11.5995807269319,-10.8701759977008,-9.12062132430058,-10.1508802197148
"470",470,-10.2814643878578,-10.5658320584019,-12.3341159189662,-11.3185984884941,-10.9333608351246,-10.8653201619385
"471",471,-10.2605417634122,-10.2287194009563,-11.2031011290862,-10.3313907110239,-9.94273955032115,-10.4883479555694
"472",472,-10.2727282104679,-9.88128478950284,-10.7339455425034,-9.8704637023784,-10.8256706025036,-11.0669719410368
