"","True Value","MSM with U","MSM without U","SF (MSM)","SF (BMSM)","SF (MSM, h=2)","SF (BMSM, h=2)","BSA time varying","BSA constant"
"163",-10.2581754333981,-8.91821087540256,-10.5088096258367,-9.58326317417876,-9.54945660270085,-9.58742407358158,-9.59269263447776,-10.2142156064299,-9.82287465169158
"164",-10.2706107335922,-10.1806186398124,-11.4689448868568,-10.2461269669495,-10.223875709939,-10.254056626701,-10.2622533955246,-10.4862659685312,-11.0069441386602
"165",-10.2757481423834,-9.88120222584512,-11.7142919150789,-10.6369175505246,-10.6286296269195,-10.6238434170144,-10.5939057737207,-10.4833389998895,-11.2921069050158
"166",-10.2704705972791,-11.1144067494137,-11.9176750494227,-10.916206956462,-10.8476585138056,-10.9130931424079,-10.8409169289833,-9.15668308273723,-10.715594241667
"167",-10.2746923854035,-11.1254747346566,-12.1483630321995,-10.7178793754529,-10.72949618356,-10.7026684991934,-10.7222717296534,-8.28971186729209,-8.51046753444198
"168",-10.2675254753322,-10.7230614523373,-11.80317220214,-10.6663538976205,-10.6412344319677,-10.6928377408386,-10.6556820284651,-9.44244888211258,-10.9318109746046
"169",-10.266994041797,-10.2701706386669,-11.3331511140902,-10.1674655179618,-10.1360272530477,-10.1926791968674,-10.1614745376393,-9.87447340336325,-11.0691184885871
"170",-10.2754669113031,-10.6517214460212,-12.2306854369431,-11.1097981890545,-11.0687381765292,-11.1354290002509,-11.187604694494,-10.4481317606852,-10.7218309146082
"171",-10.2637936282796,-8.7747298695787,-10.0878360221506,-9.45488100306158,-9.42753929030177,-9.44987487333749,-9.45379874091352,-8.92426844794933,-8.97298737448629
"172",-10.2641491170431,-10.0963935831677,-12.4241071692513,-10.6642577915926,-10.6579308057997,-10.639315201126,-10.6591658665656,-9.05674864041434,-10.8867381013261
"173",-10.2771954994361,-9.72442037697343,-11.1301470151731,-10.1930819365232,-10.2435933015371,-10.1946140308139,-10.2783254400335,-9.49833402017457,-10.5147907235356
"174",-10.2707489926173,-10.4600575818508,-11.7101728715412,-10.5992710720268,-10.6065568247114,-10.5832245498119,-10.5924582424069,-10.3606794223049,-11.2418196406824
"175",-10.2645721434974,-10.1183625020032,-11.408099946693,-10.2870741409335,-10.2572382227092,-10.2312390965369,-10.2412954856708,-10.5378346346243,-10.9564548747575
"176",-10.2782733553479,-10.8485438265333,-12.1902312273826,-11.1288392881558,-11.1240928004587,-11.1905808374073,-11.1948132055345,-9.38112771069816,-9.10530379828077
"177",-10.2712284256509,-10.2283867700885,-11.3809203895633,-10.3951435113753,-10.3968763290592,-10.41063953759,-10.3953596675324,-10.061546086868,-10.7939454252159
"178",-10.2822601094924,-10.4758964881004,-11.2775539040286,-10.3311934270121,-10.3644430579127,-10.3238581170688,-10.3390659755516,-9.13000624576407,-10.481330975167
"179",-10.2468993267385,-10.6218063212273,-11.3766867122464,-10.3818153586174,-10.3978003174222,-10.3691997796671,-10.3904960889486,-9.5820004719945,-11.0271091876668
"180",-10.2695733138361,-10.1934906053049,-11.171939135042,-9.90531321095707,-9.90873969194984,-9.95102922384101,-9.97130971683106,-10.8543353280024,-10.8814975732696
"181",-10.2739956869527,-9.82950188185437,-11.2853344402743,-10.1514189329934,-10.1336558088024,-10.1210040614525,-10.0946231143561,-10.6065620273555,-10.7453645807721
"182",-10.2688558595927,-9.57899207764659,-10.4187327338929,-9.34343542468229,-9.31080123941704,-9.28520087031453,-9.28519902764047,-8.69607202805167,-9.73367173200366
"183",-10.2749059900179,-10.4983368309716,-12.1039936533103,-11.0527847609872,-11.0274785142012,-11.0470562519159,-10.9854075418138,-9.8539702707541,-11.7676294924043
"184",-10.2683391339982,-10.2884688639637,-10.985392298664,-9.99727409215784,-10.0080269960281,-9.97140669878576,-9.99723887588165,-9.6733400798416,-10.507455156161
"185",-10.2624689967526,-11.1654807545042,-12.2171707282945,-10.7613295059587,-10.7779203014122,-10.7696881770153,-10.7400668457626,-10.1048080516552,-11.4035896246786
"186",-10.2616999866407,-10.1410379814362,-11.7947741063255,-10.7196990634173,-10.7293833862118,-10.7507784174336,-10.7734814302314,-9.0065807961151,-9.20923257655241
"187",-10.2626159269594,-9.15789260797633,-9.87294320046731,-9.32424270156007,-9.33932085588047,-9.36746310728257,-9.38002804866538,-10.2913325577282,-10.1459108543238
"188",-10.2636113981628,-11.4589851458191,-12.6273809887601,-11.3980023050044,-11.4311790162905,-11.4096854156531,-11.4574541828111,-11.8769847058722,-11.9729479302438
"189",-10.2830525162591,-9.20607150578951,-10.7448965733129,-9.82372967901308,-9.82554384006872,-9.88961275928427,-9.83355724800707,-8.76535198685272,-10.1160137953022
"190",-10.2678581086844,-7.77764195093416,-10.4747041181763,-9.67839273140116,-9.6647738621795,-9.64311579904151,-9.66408235599304,-10.0815346760703,-9.99759897511619
"191",-10.2588444797192,-10.6729460904433,-11.8130053957547,-10.4945784155272,-10.4623368052014,-10.5049918756255,-10.4943352692617,-9.39190815421904,-10.960080114378
"192",-10.2770675557314,-10.4901153716844,-11.5198463356479,-10.4267022527995,-10.4269901546011,-10.4479203399608,-10.4413200156636,-10.5901649187808,-10.7461697510027
"193",-10.2822257556935,-9.77344394999939,-10.1021899322884,-9.42884878246698,-9.43572469080353,-9.39485562215839,-9.43448005434603,-8.56442693527919,-8.62305693844422
"194",-10.2677702412551,-11.4719533373314,-12.383568190918,-11.0257699242006,-11.0602141048289,-11.058062005697,-11.0923766255409,-11.1034617001085,-11.5847702863372
"195",-10.2780037357807,-10.0603386240367,-11.2815557385606,-10.1385446569121,-10.0838129831918,-10.1732488590798,-10.1274049191117,-8.89489330668418,-10.0592755935747
"196",-10.2751261571437,-10.4280771402107,-11.4103749461342,-10.1496676808044,-10.1531405612681,-10.1595673705538,-10.1495528846593,-9.44513015156248,-9.82145867254695
"197",-10.2646842138372,-8.89695977185133,-10.1171620376557,-9.2855944229647,-9.26161085778602,-9.37334384661164,-9.38001390023593,-8.37386498755305,-9.34435830759814
"198",-10.2760802897608,-9.25232619832593,-10.6514781696419,-9.79732972162039,-9.83736108671304,-9.77821620091496,-9.78607280023425,-9.47281368758751,-10.3254365599488
"199",-10.2721642888604,-10.2777202338512,-11.598002106808,-10.1801398995965,-10.1690716173229,-10.2057010640512,-10.2350883174455,-9.76422949711204,-10.5275269809099
"200",-10.2712649352856,-10.7081246822747,-12.199322331509,-10.8875293041881,-10.8374174196179,-10.8594499588081,-10.8160958597306,-10.7334510114253,-11.5503034645601
"201",-10.2786201239469,-10.9163669830648,-11.8450244560948,-10.5797422026451,-10.5491895348078,-10.6100367897243,-10.5804254149057,-10.0754552794146,-11.1637177498377
"202",-10.2758933308604,-9.63198236201476,-11.1159494295321,-10.147284573265,-10.1127558425585,-10.123719833855,-10.1049807072987,-10.5103318090815,-11.0578386535753
"203",-10.2821263827774,-9.04876836792985,-10.8627735355698,-9.79529009185149,-9.78953264355718,-9.78946137429179,-9.80588936244378,-10.0616952667402,-9.64318916872073
"204",-10.2698255645794,-10.1969362936244,-11.6638374230775,-10.5764891230955,-10.5952873877958,-10.5429188025235,-10.5831471669991,-10.3515740755955,-10.8843707074835
"205",-10.2738571358099,-9.41409809138864,-11.2978440164523,-10.359499036081,-10.3117437237017,-10.3477221572696,-10.305584436982,-7.81659826915241,-10.6648245366648
"206",-10.2688811704345,-11.7449006087295,-12.8487451431596,-11.3967611658021,-11.4017836924943,-11.3937191334725,-11.4182513264214,-9.50301364157053,-10.4260555736239
"207",-10.2874734607679,-9.78492064412815,-10.5415876848263,-10.0524297515605,-10.0382318297205,-10.0332373741058,-10.0168697781372,-9.2375775448424,-9.98229990416953
"208",-10.2606415598979,-10.0607738311261,-11.266141428587,-10.070369673132,-10.1040572210118,-10.1051510749259,-10.1580374266331,-8.97547432691185,-10.1237550880554
"209",-10.2671064812543,-9.34881777496912,-11.4396576901085,-10.1934265335367,-10.1916588081247,-10.1755469693228,-10.1830546890681,-10.5496719664851,-11.3062139321315
"210",-10.2631303820124,-10.5589599478019,-11.4486587420633,-10.3499064600424,-10.3232555276041,-10.3094957144697,-10.278530562382,-10.0746238262754,-10.7232723796293
"211",-10.2713753457995,-10.0404843838029,-11.5308116629141,-10.1687666080242,-10.164520042648,-10.1254548067474,-10.0880203453056,-7.3073680218945,-8.99287615766164
"212",-10.2751496720148,-9.39107919279031,-10.4044050465081,-9.63674021911797,-9.67001688573192,-9.60801161368095,-9.63328432485602,-9.0064881774873,-10.1112469919104
"213",-10.2755594770376,-9.27035184902664,-11.5807282240606,-10.4761583892932,-10.5039104393011,-10.4249510659821,-10.4734608584656,-10.2167460744545,-11.2821400146813
"214",-10.2655194092668,-9.60329974587633,-11.074607352093,-10.0761427204318,-10.0626729359686,-10.0912471222594,-10.0727062766425,-10.5882774215794,-11.1322205006329
"215",-10.2599585406634,-9.53605306954354,-11.271520845568,-9.95953151303298,-9.9521159213851,-9.95632778585764,-9.89356869096891,-10.5668321573746,-10.3867658824142
"216",-10.2770562110542,-10.5709398118886,-11.5767645318399,-10.4963016202129,-10.4941782566486,-10.4900560678159,-10.4814615572453,-10.4263250754759,-10.5027987068099
"217",-10.2686796774901,-10.006257477454,-11.172722933106,-10.1738422055084,-10.1720695483338,-10.1826535454294,-10.1567674523015,-10.0399300021449,-10.9628355610935
"218",-10.2694195818711,-9.95419036192079,-11.8624983570683,-10.4311933786786,-10.4293973566991,-10.4993850644895,-10.4793966350932,-10.5516750135909,-11.1129038441037
"219",-10.2620205864888,-10.7107590219514,-12.0641323489375,-10.8391556409425,-10.8533603335973,-10.7818010773506,-10.7942517682614,-8.89696743873013,-11.4882567336834
"220",-10.2729774156665,-10.3972744923637,-11.2296901236559,-9.96460682816828,-10.0017120048851,-9.89567989114346,-9.89006693182759,-9.26293612117645,-10.4237215753112
"221",-10.2692832972817,-10.268911881721,-11.379951996599,-10.0663076573815,-10.0455544859544,-10.0689493962434,-10.0700477731201,-10.0016965547788,-10.9028437137908
"222",-10.2597487768616,-10.4531013836081,-10.9495235996152,-9.81950565132391,-9.85361985495161,-9.83234585759429,-9.8356329981339,-10.0325353812222,-10.6443620437192
"223",-10.2715964379843,-10.4828221926437,-11.6235774487293,-10.398960607898,-10.4090185948698,-10.4329062280937,-10.4693567338907,-9.83938674970641,-10.4711390209993
"224",-10.2764248022835,-10.8772663070562,-11.689885701472,-10.657231578212,-10.6687119612878,-10.6938904938861,-10.7467281177773,-9.927135213901,-10.8170264893238
"225",-10.2688397360517,-11.2353988134063,-12.3027479452792,-11.0823395297044,-11.1047378380551,-11.1113157827845,-11.0973919444034,-10.6759000240023,-11.3632200011549
"226",-10.2720156374717,-10.4009231348227,-11.6035674369323,-10.4183787190435,-10.424017065631,-10.4493328639288,-10.4275059472928,-10.0749523010556,-11.0422199474703
"227",-10.2726720309597,-11.4995344713564,-12.7739071070078,-11.480090814592,-11.4868145358017,-11.4855573703989,-11.4616683657845,-9.78612040898214,-11.2934681879779
"228",-10.266622431229,-10.2711957783534,-11.4228596946864,-10.2827743020558,-10.3281801294372,-10.2980378947925,-10.3602295143992,-9.57738016005994,-11.0413778040726
"229",-10.2700633737866,-9.48649849565656,-10.7489223046744,-9.64161975573711,-9.70913835443829,-9.63107339759991,-9.67001184434977,-9.02511464832557,-10.4563371752139
"230",-10.2621741013916,-10.5909224445103,-11.6891767213922,-10.4659364638963,-10.4186409924018,-10.4839602805691,-10.4752990317485,-9.88391167576964,-11.1036640253651
"231",-10.2805045936684,-10.4013951272812,-11.2649900852796,-10.3734219932048,-10.3467717369318,-10.3624558365814,-10.3535434732592,-9.73003955392208,-11.0000530422535
"232",-10.263485701967,-10.789439846432,-12.5155574455556,-11.0464985415538,-11.0605711842365,-11.0010049615168,-10.9697036935443,-10.4250332690808,-11.6864174808447
"233",-10.2644891451962,-9.93977593710171,-11.0454592350965,-9.93829269181987,-9.96376800270315,-9.8793374287703,-9.86803516451533,-10.3881538932048,-10.280758187653
"234",-10.2568008381327,-9.56231450836573,-11.2489467963371,-10.0968808267086,-10.113421560003,-10.0699430949573,-10.0645681769042,-10.420817325267,-10.9848945372446
"235",-10.2626732799328,-10.1267949906309,-11.5548839032955,-10.6589625708963,-10.6681763113404,-10.7029956137612,-10.7689871539397,-10.5512008105534,-10.7210205035986
"236",-10.2727318964378,-10.0766441270175,-11.4359802775061,-10.0078264864094,-10.0625003009768,-10.0231165865982,-10.0878114491457,-9.8493578299935,-11.26924639473
"237",-10.2620802317586,-10.5676915175329,-11.7086096033646,-10.4247261999186,-10.4379915391538,-10.4038210338652,-10.4307126765398,-11.4879374129969,-11.2119885304369
"238",-10.2634211837313,-10.7628865148201,-11.6997277980259,-10.2710669504993,-10.212266276216,-10.3137330210149,-10.3393613092616,-10.078278299778,-11.3937490340767
"239",-10.2730899282147,-10.8727007631115,-11.4996226118065,-10.1489222053417,-10.0840588860247,-10.18088632543,-10.079805001124,-10.8844276913451,-11.5976044893744
"240",-10.2692480217748,-10.2709685082608,-11.7385830779578,-10.6272405847834,-10.6353794190599,-10.6705153616779,-10.7069831094449,-10.3011223256098,-11.1756722769378
"241",-10.2699123034615,-9.90120983772045,-10.7495141015677,-10.0058289238276,-10.0065118335797,-9.99482550043035,-10.046977639193,-12.1979385789167,-12.1657936009098
"242",-10.2573977564094,-10.0664629938963,-10.900463503514,-9.81438636336861,-9.84367432881483,-9.84380444557699,-9.85376697587272,-10.5077194552304,-10.7428199990877
"243",-10.2735812711752,-10.4826902829774,-11.5819539657572,-10.2227529733821,-10.2389890381293,-10.2239519959027,-10.1972716680966,-8.9750704780955,-10.0968830052406
"244",-10.2831109592443,-10.2137800376215,-12.0574209854033,-10.7311691081037,-10.6755025504042,-10.666918822813,-10.6338889361135,-10.9861967933705,-11.2391661607561
"245",-10.2693495115704,-9.37904781336537,-10.4374200341097,-9.44239587823229,-9.42512742517028,-9.41785277680753,-9.3925395465009,-7.9444738489347,-9.59446555307104
"246",-10.2705849456378,-8.21356590084242,-10.9381442023308,-9.57115315075254,-9.62960813789637,-9.57152765796232,-9.63372412522659,-8.04183683962688,-8.6059288532949
"247",-10.2639396392177,-10.3786675376592,-11.4045784568295,-10.3800075676437,-10.4070228875285,-10.3848262659392,-10.438072593426,-10.9078175694537,-11.0872260704386
"248",-10.2613399431434,-9.74077625677436,-11.8160088074727,-10.6563817496201,-10.6405624162802,-10.6629683520199,-10.661588970679,-10.8215491846334,-11.2574295535598
"249",-10.2680874596338,-9.39233803060285,-10.8516306286298,-9.69118597329724,-9.68696255290511,-9.66891184943718,-9.68420221005603,-10.2433570230597,-9.93242465301534
"250",-10.2691416858635,-9.62647384339947,-11.0305276322161,-9.95117711542976,-9.98190670875166,-9.92869311011403,-9.98066871566399,-8.94853826439359,-10.2670075920626
"251",-10.2636374535769,-9.50773864242119,-11.5374857567953,-10.1651654577001,-10.1238397988998,-10.2414079640838,-10.1576356125548,-9.49314398182676,-10.7911849074303
"252",-10.2825723303614,-11.3118841774042,-12.4263305077424,-11.1110625359264,-11.1263318125752,-11.096221970341,-11.0938954029435,-10.7269591056037,-10.8919740538603
"253",-10.2815725270726,-11.0962617887571,-12.7895521321001,-11.3517401377786,-11.3416700167399,-11.3523012794118,-11.2608948503135,-10.653568354752,-12.4433092430238
"254",-10.2684516511377,-9.37559227068435,-9.97370072083891,-9.40302227845659,-9.4387030006829,-9.41168561192486,-9.43019088599289,-9.10366897322514,-9.98343317555064
"255",-10.2628922582273,-10.5666697544164,-11.7742093208604,-10.5504819274591,-10.5806645698471,-10.6028320268342,-10.6077508696628,-9.67057968171096,-10.7017086050446
"256",-10.2663232254705,-10.2342409859242,-12.0643768152938,-10.7397917316093,-10.7473637758557,-10.7145839969475,-10.7148251502107,-9.46394470797369,-10.7854212285794
"257",-10.2647645014975,-10.6293139491511,-11.3734827876949,-10.299129003245,-10.2786789258155,-10.3590706136312,-10.3461715914941,-10.4675053157061,-10.840503439784
"258",-10.2701643832213,-11.5676910866676,-12.6751614757251,-11.539171852859,-11.5743926254319,-11.5189749935676,-11.4794388091811,-10.6862016131009,-11.4382521441486
"259",-10.2785772087886,-11.2218796681841,-12.7547673767847,-11.4945881235049,-11.5018354947774,-11.5283453615648,-11.5538379344051,-10.2162247068245,-11.6072730062544
"260",-10.2640640587131,-9.04713034245628,-10.6298231372536,-9.66360621346216,-9.65292653007421,-9.7121811463663,-9.68799746854175,-10.1638063242693,-10.5153926183899
"261",-10.2744684156851,-8.71151145592083,-10.8956495734108,-9.7971962070103,-9.74969048774801,-9.7726310811035,-9.69368697939786,-10.6167594715893,-10.9994363510693
"262",-10.265482036266,-10.45865755817,-11.5838233832135,-10.711064439702,-10.6826243832296,-10.7662974675609,-10.7640419259191,-11.4221860596028,-11.2878420923194
"263",-10.274229508931,-10.9384929945602,-11.8949560180184,-10.7752798339072,-10.8348060907163,-10.7266757071642,-10.7776450526422,-10.8277514611132,-11.6099922947095
"264",-10.2738337073526,-9.66714906873964,-10.4531481769208,-9.5333570798783,-9.53256739476694,-9.58225916100164,-9.59475017494132,-8.77649095216265,-10.0055671347201
"265",-10.2699797416048,-9.91229800377232,-10.9414399618704,-9.95945834731932,-9.9650790129979,-9.97272440478213,-9.9556041439559,-9.85060201406225,-10.763955260333
"266",-10.264853883533,-9.8978524937613,-11.1632334273995,-10.212065731975,-10.211677582889,-10.2192973683539,-10.2169133975784,-9.85057975995562,-10.9769708698618
"267",-10.2725728209886,-10.2511897959232,-11.3680675363913,-9.99127688570912,-10.0103442067458,-9.99357739743387,-10.0039181067684,-9.18750259602778,-9.38193836980657
"268",-10.2741627688176,-11.2570114058349,-12.3481271519747,-10.7571420719589,-10.7599123575368,-10.7636222567591,-10.8032893112725,-8.19904337362231,-10.9544712610245
"269",-10.2750110015898,-9.91133826032979,-12.4535519738974,-10.9570701920412,-10.9707119296813,-10.9254919617715,-10.9574379128924,-8.75873949710883,-11.1740226443829
"270",-10.2724246806148,-8.76970991021564,-10.5062117789957,-9.55689056096481,-9.58407235183968,-9.50221151710243,-9.49490451866693,-9.73718795371735,-10.0626736394551
"271",-10.2779766709394,-9.78454733410306,-10.9722186742955,-9.92884523244531,-9.92056630476522,-9.93078487281405,-9.8956330001426,-8.00199870089045,-9.2772757030721
"272",-10.2591432171003,-10.6539391640954,-11.5483273272286,-10.3345446303651,-10.2908338355938,-10.3136425069818,-10.2392308796768,-7.48125976851882,-8.05612619658731
"273",-10.2678180236046,-9.91128175962714,-11.6476541361033,-10.4654815460287,-10.5222137382878,-10.4679237595407,-10.4944277880842,-10.321448354874,-10.6405732450589
"274",-10.2693976346857,-9.83565893196538,-11.4955454924765,-9.97360776512272,-9.9673949120198,-10.0064612236555,-10.0151776712332,-10.3799473613292,-10.6138758725742
"275",-10.2724709549168,-10.6756622664494,-11.6981845481133,-10.5056843454072,-10.5448962491503,-10.527586888664,-10.6046232580224,-10.6572590595934,-11.0151808044581
"276",-10.2690315705561,-10.0883200852427,-10.8698093989611,-9.69473247262691,-9.69643087498727,-9.72244638358015,-9.67450213994175,-10.3102893286088,-10.6690940817493
"277",-10.2569192958876,-10.3532020034278,-11.2710107607961,-9.99712745714176,-10.0087611681787,-10.0577323057207,-10.1189120889592,-9.82480079204128,-10.5719696745827
"278",-10.2707109399277,-11.6977347448368,-12.6764853680652,-11.2180746562093,-11.2105230262108,-11.2649600868913,-11.3064491354084,-9.69301384602499,-11.5804585498183
"279",-10.2686427339018,-10.8179690177075,-11.7216479859306,-10.255590379127,-10.2373843184853,-10.2741712820072,-10.2395684941755,-9.1540511847729,-10.3333132779693
"280",-10.2676241626457,-10.7144827260952,-12.2251140832366,-10.916889600515,-10.9349712352337,-10.9553438942596,-11.0056188344374,-10.045733424284,-9.58410144617878
"281",-10.2864641413665,-10.171225113745,-11.1020532995973,-9.88903980860715,-9.87919130794454,-9.89677933287134,-9.89042069195618,-9.8494663561366,-10.5539351962873
"282",-10.2700958775547,-10.6585236138625,-11.8986474131393,-10.6257916209124,-10.6939199466605,-10.6060805626885,-10.6949973663175,-10.9401169019168,-11.3054143956201
"283",-10.2625246639195,-10.0048377380679,-11.3700392824942,-10.2499473387422,-10.2150295124686,-10.2767322929783,-10.2661774332182,-10.1549532272634,-11.0125406988142
"284",-10.269393340461,-11.0637620806821,-12.0511020551032,-10.6954345743486,-10.7133585862556,-10.6928838526177,-10.73057437468,-10.9780844309462,-11.5758438325951
"285",-10.2645460244393,-9.9686183560402,-10.8383832578433,-9.62361360009475,-9.64358888095998,-9.64979137967964,-9.61923538569093,-9.30550640892692,-9.6406203729083
"286",-10.279034299583,-11.5919474528798,-12.8223093422637,-11.3036806476158,-11.3070328657886,-11.2849779043605,-11.335745116253,-9.52792122929517,-11.8654110293692
"287",-10.2772927621478,-10.3760007560174,-11.1398746112725,-10.1096269305819,-10.153992326173,-10.0645713510771,-10.0534429636235,-9.04759426508949,-10.1469350360314
"288",-10.2600495882934,-9.8131443316878,-10.8539679557097,-10.0597574954517,-10.0957591028824,-10.055524259401,-10.094543091681,-10.4178322487029,-10.5746573683428
"289",-10.2670666545813,-11.0721568142571,-12.0504577385446,-10.8578320621625,-10.8685043817564,-10.8316804418716,-10.8568202659191,-10.1065971264682,-11.0527657628458
"290",-10.2711484360131,-10.400223255635,-12.4435619374658,-10.9415757478556,-10.8870774273298,-11.0008934331774,-10.9158062199926,-9.94703584980345,-11.2764676538524
"291",-10.2706943907458,-10.1789599226654,-11.1226225048783,-9.86755063527643,-9.90140979995218,-9.91713398121947,-9.9646140614997,-9.27177528825694,-10.3095478826259
"292",-10.2692045717654,-10.3613819807537,-11.3216195293649,-10.2753881057895,-10.2866789677168,-10.2580406359862,-10.2577950091156,-8.39522762283603,-10.3702779422957
"293",-10.2574784058983,-11.0135577562211,-11.8591891204686,-10.6379636261192,-10.6023302534745,-10.6385978708792,-10.634969113172,-9.78740023833358,-10.821132491571
"294",-10.2541880617232,-8.97854024620466,-10.5470768718972,-9.42258717426968,-9.42069511588424,-9.45815727039066,-9.43595508959601,-9.02483439824898,-9.38286892926159
"295",-10.270650808293,-9.63568229194045,-11.0002038109499,-9.88273001244652,-9.9095783090049,-9.88369082361497,-9.90795016805406,-6.08274508329204,-7.12118520166513
"296",-10.2738627974382,-10.040565239582,-11.0278303713555,-9.89628868183482,-9.85963206506747,-9.92694239139652,-9.87293301035204,-10.2265928359465,-10.6664262334947
"297",-10.2728838694068,-10.8457509884413,-11.3323475495618,-10.1885714811297,-10.1790707971402,-10.1849369534109,-10.1725296284878,-9.0672161762479,-10.4521053480917
"298",-10.2603637298601,-9.91587466626757,-11.757158862469,-10.6720052669605,-10.6535723911113,-10.633321991124,-10.6355646859353,-10.9061809735192,-11.258857119057
"299",-10.2796609712083,-10.3019685685633,-11.0902430892145,-10.3372361401493,-10.3675252140021,-10.2969977739179,-10.306304010198,-9.51777245173522,-10.5085993119633
"300",-10.2628555410545,-11.151777962239,-11.709773000096,-10.4590879006163,-10.4381916733599,-10.4406812495398,-10.4054831166236,-9.84209624161365,-10.8529606003495
"301",-10.269001838581,-9.6568268132219,-11.0404029854133,-10.1577741281359,-10.1499018318043,-10.1139777347962,-10.1321964104391,-10.5916172807845,-10.9415567688613
"302",-10.2790715918411,-11.1071602173437,-11.7898982303208,-10.7058838821365,-10.7125577404519,-10.6969642044413,-10.6976391463045,-9.62397522764568,-10.3645316941857
"303",-10.2661504469175,-9.75377746623157,-11.1148508341238,-10.0239740095849,-10.0358066572343,-10.0528158504527,-10.0341928411234,-8.23914265863317,-9.43845220030056
"304",-10.2698437386383,-10.1751550974537,-11.1707204930504,-10.1154763026902,-10.1242855173074,-10.1382908803101,-10.1954984693325,-9.97050009614725,-9.84487563767019
"305",-10.266005950327,-10.8664436220722,-11.6628534834274,-10.3866174337922,-10.330562457775,-10.3597676458558,-10.233213037324,-10.2124491055294,-11.257157972996
"306",-10.2611540755312,-10.580333148019,-11.6927273524569,-10.4575068035253,-10.4274599581957,-10.4216869123583,-10.4122188916215,-10.2526465908926,-10.7587673859641
"307",-10.2709215139325,-10.2733811522576,-11.9591622357875,-10.8494525310039,-10.8457240639333,-10.8493701250446,-10.8528221718579,-10.5016024205317,-11.3069368517849
"308",-10.2773602666807,-10.3427049479645,-11.1411854300559,-10.1950187171958,-10.1723238591998,-10.1768942501453,-10.1936356621917,-9.97958190637359,-10.818043575237
"309",-10.2674816603012,-10.934926210298,-11.9377785114031,-10.8080136713559,-10.7907921592677,-10.8035301800928,-10.7742203483612,-10.4362807346324,-11.8217221871777
"310",-10.2724279791926,-10.8701202099739,-11.6323582525254,-10.6158857492633,-10.6307008610341,-10.6324229276432,-10.6005686514175,-10.0111977459832,-10.9669263156965
"311",-10.265602022141,-11.5657351236397,-12.4149226441241,-11.0126676996764,-10.9852100708995,-11.0184471301202,-10.9730155792823,-11.5528909914007,-12.0770180403561
"312",-10.2663084556141,-10.9341963619194,-11.9191442720325,-10.5019780171676,-10.4864929361859,-10.4617520928569,-10.4579316480191,-9.72833844337717,-11.6655038426948
"313",-10.2675251338237,-10.2173065105033,-11.7909113770055,-10.4109660793713,-10.4167149697025,-10.4156264491062,-10.3946930198392,-9.58378954543378,-10.4333526688059
"314",-10.2787893284253,-8.81870980808275,-10.2030998980186,-9.23677158216463,-9.22576081343484,-9.26077620360001,-9.1921687521114,-9.66711138047289,-9.92170939442576
"315",-10.2691805319928,-9.44829203769108,-11.4631050498258,-10.2599636017522,-10.2391482514455,-10.3397735074884,-10.3361092653744,-9.81140058297093,-10.9038714416879
"316",-10.2673128735275,-10.7719680184237,-11.7591567488813,-10.4920978100462,-10.5302039275077,-10.4836430886441,-10.5319939474356,-10.0918237144333,-10.9532855886036
"317",-10.2644730992663,-10.7032012104146,-11.9607818654307,-10.7599931347535,-10.7470820216896,-10.762909786728,-10.7906947283098,-9.89594915708349,-9.88529238520122
"318",-10.2746905123815,-9.71454064364056,-10.8088887659342,-9.79185941379041,-9.77133604641594,-9.80709452875043,-9.76373021208578,-9.60809148058575,-10.6508495573216
"319",-10.2817367708798,-10.2197382050237,-11.0390734243002,-9.97512687421211,-9.97652094370703,-9.97128257830652,-9.9906043502526,-9.78857555940291,-10.0444865526682
"320",-10.2600729361184,-9.27775905835022,-10.485611095887,-9.65715008968118,-9.64956307030586,-9.62685384173813,-9.60601979527621,-9.96655358601759,-10.442641791966
"321",-10.2671472296429,-10.536991246246,-11.5174738949346,-9.90859692042886,-9.95272468911449,-9.9175469313504,-10.0068158456723,-10.4686633359594,-11.2781308078034
"322",-10.2683964407623,-11.8128789467249,-12.8711120466435,-11.4196596172301,-11.3889252362201,-11.410049701442,-11.3535487396813,-10.3610959197979,-11.7966037358332
"323",-10.2712564537887,-9.43586929431669,-11.1842384180774,-10.3451158926068,-10.3879724095336,-10.3339568358772,-10.3196713310911,-10.7401870177544,-10.6077741751151
"324",-10.2714823133206,-10.6498126277063,-11.6537618931068,-10.5018802067272,-10.5499106146855,-10.4909824248634,-10.5534507753218,-8.78375335573974,-10.4776478667526
"325",-10.2847915779912,-9.49165131758469,-11.4715607847769,-10.1243168600036,-10.1533663803725,-10.1104850596031,-10.111728633062,-10.5981529603428,-11.1942558918346
"326",-10.2711826933526,-10.4176412812988,-11.7516251907985,-10.4992218687673,-10.5622605592496,-10.5379461421875,-10.5888937787826,-10.031517970028,-11.5642890894806
"327",-10.2628650877038,-9.54649828219857,-10.7634452014037,-9.51276750492257,-9.48974803817852,-9.49979894343261,-9.45590724576214,-8.84682699170513,-10.0189734571844
"328",-10.2686184269062,-10.6540919827875,-12.0269101049047,-10.7723439343751,-10.8155883369954,-10.7368153705744,-10.7722795151932,-9.98158384417015,-11.2037490183071
"329",-10.268335861321,-10.9538040844885,-11.9385662667871,-10.6422075443011,-10.6327465555754,-10.6756876273814,-10.6380226664729,-11.1911977615782,-11.2882642294635
